,protid,P,S,C
787,x0787_X,1108,2335,473
788,x0788_X,1204,2475,507
789,x0789_X,1068,2213,460
790,x0790_X,1056,2071,443
791,x0791_X,1103,2208,517
792,x0792_X,1041,2166,448
793,x0793_X,1212,2465,509
794,x0794_X,1143,2173,512
795,x0795_X,1165,2330,510
796,x0796_X,1097,2239,492
797,x0797_X,1173,2311,521
798,x0798_X,1094,2173,474
799,x0799_X,1107,2319,490
800,x0800_X,1084,2136,435
801,x0801_X,1118,2258,452
802,x0802_X,1027,2122,421
803,x0803_X,1092,2286,450
804,x0804_X,1131,2211,486
805,x0805_X,1159,2342,504
806,x0806_X,974,2223,458
807,x0807_X,1082,2126,447
808,x0808_X,983,2067,436
809,x0809_X,1063,2215,463
810,x0810_X,1065,2214,462
811,x0811_X,1197,2445,544
812,x0812_X,1049,2108,413
813,x0813_X,1099,2204,438
814,x0814_X,1194,2320,491
815,x0815_X,1048,2231,462
816,x0816_X,990,2198,467
817,x0817_X,1148,2295,473
818,x0818_X,1049,2162,444
819,x0819_X,936,2132,418
820,x0820_X,1029,2046,411
821,x0821_X,872,2053,396
822,x0822_X,1126,2227,475
823,x0823_X,949,2159,462
824,x0824_X,1159,2341,505
825,x0825_X,1122,2105,428
826,x0826_X,1137,2153,451
827,x0827_X,1112,2211,505
828,x0828_X,1225,2494,467
829,x0829_X,1103,2173,465
830,x0830_X,1085,2272,384
831,x0831_X,1041,2004,441
832,x0832_X,1047,2099,424
833,x0833_X,1036,2125,409
834,x0834_X,1087,2196,458
835,x0835_X,1063,2168,424
836,x0836_X,1045,2140,470
837,x0837_X,954,2046,403
838,x0838_X,1099,2144,412
839,x0839_X,1018,1954,431
840,x0840_X,993,1891,356
841,x0841_X,984,2013,406
842,x0842_X,1116,2203,422
843,x0843_X,1009,2106,455
844,x0844_X,976,2391,461
845,x0845_X,1131,2134,390
846,x0846_X,1020,1936,365
847,x0847_X,1205,2302,498
848,x0848_X,1164,2016,475
849,x0849_X,1071,2070,429
850,x0850_X,916,2029,376
851,x0851_X,1075,2101,479
852,x0852_X,963,1965,393
853,x0853_X,863,1594,318
854,x0854_X,1057,1967,379
855,x0855_X,922,1714,367
856,x0856_X,982,1902,356
857,x0857_X,1036,1907,378
858,x0858_X,1051,1863,326
859,x0859_X,950,1668,308
860,x0860_X,968,1629,329
861,x0861_X,1062,1882,377
862,x0862_X,934,1826,321
863,x0863_X,968,1846,346
864,x0864_X,1183,1922,465
865,x0865_X,1024,1616,363
866,x0866_X,976,1738,367
867,x0867_X,940,1799,421
868,x0868_X,1031,1871,419
869,x0869_X,906,1651,369
870,x0870_X,1068,1856,397
871,x0871_X,938,1640,348
872,x0872_X,926,1719,358
873,x0873_X,962,1735,384
874,x0874_X,889,1443,369
875,x0875_X,980,1724,377
876,x0876_X,918,1833,330
877,x0877_X,965,1645,393
878,x0878_X,974,1744,363
879,x0879_X,947,1782,352
880,x0880_X,996,1775,389
881,x0881_X,930,1638,358
882,x0882_X,934,1701,368
883,x0883_X,961,1830,369
884,x0884_X,885,1705,413
885,x0885_X,937,1837,386
886,x0886_X,1127,2125,403
887,x0887_X,1028,1821,391
888,x0888_X,858,1697,295
889,x0889_X,1019,1774,367
890,x0890_X,1004,1747,330
891,x0891_X,917,1601,332
892,x0892_X,966,1780,335
893,x0893_X,804,1573,324
894,x0894_X,926,1817,338
895,x0895_X,903,1667,356
896,x0896_X,975,1639,389
897,x0897_X,937,1704,362
898,x0898_X,1060,1769,411
899,x0899_X,978,1800,382
900,x0900_X,901,1641,308
901,x0901_X,938,1860,362
902,x0902_X,734,1498,324
903,x0903_X,821,1760,345
904,x0904_X,841,1710,299
905,x0905_X,926,1704,373
906,x0906_X,983,1860,397
907,x0907_X,919,1674,333
