,protid,P,S,C
544,x0544_ ,1897,4752,1866
545,x0545_ ,2119,5244,2228
546,x0546_ ,2047,4865,1999
547,x0547_ ,1759,4633,1864
548,x0548_ ,2056,5002,1987
549,x0549_ ,2145,4848,1918
550,x0550_ ,2104,4691,1983
551,x0551_ ,2190,4764,1957
552,x0552_ ,2163,4268,2084
553,x0553_ ,2256,4810,2114
554,x0554_ ,2283,4726,2171
555,x0555_ ,1865,4615,1905
556,x0556_ ,1770,3871,1619
557,x0557_ ,1883,4011,1487
558,x0558_ ,1739,3753,1529
559,x0559_ ,1879,4188,1808
560,x0560_ ,1972,4566,1847
561,x0561_ ,1991,4375,1890
562,x0562_ ,1605,3887,1529
563,x0563_ ,1649,3787,1467
564,x0564_ ,1692,4288,1646
565,x0565_ ,1934,4309,1758
566,x0566_ ,1958,4446,1852
567,x0567_ ,2195,4853,1997
568,x0568_ ,2111,4605,2062
569,x0569_ ,2210,4662,2173
570,x0570_ ,2222,4969,2125
571,x0571_ ,2101,4627,2183
572,x0572_ ,2110,4826,1842
573,x0573_ ,2047,4847,2017
574,x0574_ ,1949,4603,1963
575,x0575_ ,2377,5385,2249
576,x0576_ ,1644,4178,1559
577,x0577_ ,1630,3942,1568
578,x0578_ ,2231,4979,2106
579,x0579_ ,2190,4556,2032
580,x0580_ ,2029,4488,1868
581,x0581_ ,2173,4652,2086
582,x0582_ ,2467,5423,2263
583,x0583_ ,1941,4887,1950
584,x0584_ ,1951,4801,2026
585,x0585_ ,2101,4764,2046
586,x0586_ ,2321,4877,2255
587,x0587_ ,2068,4624,1954
588,x0588_ ,2196,4922,2198
589,x0589_ ,2048,4822,2041
590,x0590_ ,2197,4815,2168
591,x0591_ ,1860,4451,1945
592,x0592_ ,2232,5042,2042
593,x0593_ ,1995,4681,1839
594,x0594_ ,2219,4830,1996
595,x0595_ ,2246,4837,2097
596,x0596_ ,2187,4640,2218
597,x0597_ ,2124,4771,2150
598,x0598_ ,2297,5204,2229
599,x0599_ ,1994,4507,2014
600,x0600_ ,2586,5454,2400
601,x0601_ ,2200,4743,2102
602,x0602_ ,2121,4671,1986
603,x0603_ ,2325,4923,2205
604,x0604_ ,2266,4711,2068
605,x0605_ ,2214,5310,2206
606,x0606_ ,2161,5352,2217
607,x0607_ ,1925,4271,1932
608,x0608_ ,2188,5435,2247
609,x0609_ ,1929,4754,1963
610,x0610_ ,1877,4353,1898
611,x0611_ ,2059,4594,2125
612,x0612_ ,2601,5151,2259
613,x0613_ ,2255,4897,2028
614,x0614_ ,2164,5213,2214
615,x0615_ ,1942,4817,1887
616,x0616_ ,2122,4912,2146
617,x0617_ ,2231,5070,2290
618,x0618_ ,1929,4654,1932
619,x0619_ ,2156,5107,2190
620,x0620_ ,2044,5051,2085
621,x0621_ ,2014,4747,2017
622,x0622_ ,1923,4526,1936
623,x0623_ ,2257,5187,2426
624,x0624_ ,1948,4923,2040
625,x0625_ ,2083,5133,2100
626,x0626_ ,2139,5347,2244
627,x0627_ ,1991,4574,2081
628,x0628_ ,2143,5521,2066
629,x0629_ ,1947,4879,1952
630,x0630_ ,1954,4756,2068
631,x0631_ ,1899,4724,2023
632,x0632_ ,2143,4861,2176
633,x0633_ ,2019,4775,2117
634,x0634_ ,2042,4927,2076
635,x0635_ ,2139,4706,2200
636,x0636_ ,2086,5126,2104
637,x0637_ ,2054,5002,2124
638,x0638_ ,2141,5108,2204
639,x0639_ ,2128,4739,2178
640,x0640_ ,2038,4946,2061
641,x0641_ ,2277,4779,2124
642,x0642_ ,2188,5373,2309
643,x0643_ ,1962,4978,2105
644,x0644_ ,2407,5316,2288
645,x0645_ ,2625,5683,2423
646,x0646_ ,2221,5155,2215
647,x0647_ ,1916,4835,2027
648,x0648_ ,2084,4760,1934
649,x0649_ ,2027,4491,1997
650,x0650_ ,2106,4855,1950
651,x0651_ ,1982,4814,1850
652,x0652_ ,2248,5143,2062
653,x0653_ ,2125,5047,2008
654,x0654_ ,2207,5140,1969
655,x0655_ ,2269,5126,2196
656,x0656_ ,1812,4378,1811
657,x0657_ ,2077,5288,2088
658,x0658_ ,2450,5345,2216
659,x0659_ ,2189,4703,1886
660,x0660_ ,2562,5706,2317
661,x0661_ ,2177,4515,1954
662,x0662_ ,2150,4173,1933
663,x0663_ ,2176,4997,1872
664,x0664_ ,2330,4647,1934
665,x0665_ ,2381,5342,2147
666,x0666_ ,2510,5374,2269
667,x0667_ ,2682,5460,2298
668,x0668_ ,2563,5354,2379
669,x0669_ ,2619,5225,2167
670,x0670_ ,2854,5486,2391
671,x0671_ ,2424,5051,2255
672,x0672_ ,2315,5176,2239
673,x0673_ ,2591,5220,2200
674,x0674_ ,2574,5251,2328
675,x0675_ ,2246,4916,2018
676,x0676_ ,2432,5055,2104
677,x0677_ ,2347,5495,2169
678,x0678_ ,2321,5343,2206
679,x0679_ ,2636,5135,2240
680,x0680_ ,2573,5286,2152
681,x0681_ ,2233,5424,2073
682,x0682_ ,2501,5466,2186
683,x0683_ ,2508,5731,2346
684,x0684_ ,2528,5700,2212
685,x0685_ ,2713,5798,2367
686,x0686_ ,2328,5040,2085
687,x0687_ ,2629,5529,2282
688,x0688_ ,2555,5491,2250
689,x0689_ ,2684,5219,2250
690,x0690_ ,2451,5288,2131
691,x0691_ ,2868,5674,2336
